Time(s),ValveApt(%),ValveAng(°),ValveArea(m2),Temperature(K),IntakeP(Pa),OutputP(Pa),Massflow(kg/s),ReynoldsD,CD,KV
141,13.7,29.59,2.779991568505899e-05,295.45,928212.3537099999,92937.89130000002,0.0220675673627422,88005.24691553284,0.3645069356708825,69.24901187339421
141.5,13.7,29.59,2.779991568505899e-05,295.7499999999999,930267.10839,91922.10870000004,0.02104411257551673,83857.99799955862,0.347010015419376,69.20784006574719
142,13.7,29.59,2.779991568505899e-05,295.65,926671.2877,90398.43479999999,0.02094544799840247,83486.62208848227,0.3466646602389386,69.20250090085987
142.5,13.7,29.59,2.779991568505899e-05,295.85,929753.4197199999,90398.43479999999,0.02097379284597678,83555.97932875079,0.3461000475891063,69.20459261621856
143,13.7,29.59,2.779991568505899e-05,295.35,928212.3537099999,92937.89130000002,0.0233232428477285,93037.18165231499,0.3851826884257616,69.29420460760323
143.5,13.7,29.59,2.779991568505899e-05,296.05,929239.7310500001,90398.43479999999,0.02010727604195543,80062.16241753375,0.3320967953537021,69.1649653325526
144,13.7,29.59,2.779991568505899e-05,295.7499999999999,926671.2877,90906.32610000001,0.01997812821593338,79610.1916844802,0.3307106250606647,69.15818210219365
144.5,13.7,29.59,2.779991568505899e-05,295.95,925130.22169,92430,0.01969832454538647,78454.26934330646,0.326732453915394,69.14397690824632
145,13.7,29.59,2.779991568505899e-05,294.45,926157.5990299999,91414.21740000002,0.0209828890036441,83898.97110246443,0.3467710636434496,69.20455222936101
145.5,13.7,29.59,2.779991568505899e-05,295.95,923589.1556800001,91922.10870000004,0.02311673242823313,92069.0664875106,0.3840727328833774,69.28508385728757
146,13.7,29.59,2.779991568505899e-05,295.85,918452.2689799999,91414.21740000002,0.02360903280871633,94054.32159187659,0.3943792651869684,69.29939638843025
146.5,13.7,29.59,2.779991568505899e-05,296.05,922048.0896699999,91414.21740000002,0.02336544486101227,93035.37871151493,0.3889194803214305,69.29277783640556
147,13.7,29.59,2.779991568505899e-05,296.05,927184.97637,91922.10870000004,0.0193102408059013,76888.56673066334,0.3196395560307822,69.12481470852516
147.5,13.7,29.59,2.779991568505899e-05,295.95,924616.53302,90906.32610000001,0.02323938204480146,92557.55402516561,0.3856814714156162,69.28963610449424
148,13.7,29.59,2.779991568505899e-05,295.95,922561.77834,91414.21740000002,0.02215208490452888,88227.0789889458,0.3684554662903536,69.24999220048996
148.5,13.7,29.59,2.779991568505899e-05,296.35,922561.77834,91414.21740000002,0.02090306804824092,83165.79522805806,0.3479154577104123,69.19902536401057
149,13.7,29.59,2.779991568505899e-05,295.7499999999999,917938.5803100001,90398.43479999999,0.02153963630604137,85832.59435537804,0.3599513458345104,69.22450790939439
149.5,13.7,29.59,2.779991568505899e-05,295.55,917938.5803100001,91414.21740000002,0.02117803990024643,84435.75836515651,0.3537889815605883,69.20969624178869
150,13.7,29.59,2.779991568505899e-05,295.65,920507.0236599999,90906.32610000001,0.02132356826757727,84993.77457426339,0.3552862485449421,69.21657122842424
150.5,13.7,29.59,2.779991568505899e-05,295.95,919993.3349900001,90906.32610000001,0.02103819420346515,83790.68741265178,0.3509050620222464,69.20423012996129
151,13.7,29.59,2.779991568505899e-05,296.2499999999999,919479.6463200001,92430,0.02090111029500156,83179.66005095368,0.3489900932065094,69.19801104603761
151.5,13.7,29.59,2.779991568505899e-05,295.55,917938.5803100001,92430,0.02074183710307698,82696.64019588831,0.3465020114683908,69.19089795872462
152,13.7,29.59,2.779991568505899e-05,295.95,914856.44829,92937.89130000002,0.02327614120915953,92703.95801880161,0.3904126528774484,69.28701472886141
152.5,13.7,29.59,2.779991568505899e-05,295.85,919479.6463200001,89890.54350000003,0.02167120412865909,86334.34579529185,0.3616041382798886,69.23026484900002
153,13.7,29.59,2.779991568505899e-05,295.35,917938.5803100001,90398.43479999999,0.0213485339159407,85160.00287418967,0.3565164737904539,69.21690711700546
153.5,13.7,29.59,2.779991568505899e-05,295.95,919479.6463200001,89382.65220000001,0.02028424001123027,80787.84698661338,0.3385185524216016,69.17046932511147
154,13.7,29.59,2.779991568505899e-05,296.35,913315.38228,92430,0.02112408218019775,84045.13102691829,0.355153602527372,69.20548677492492
154.5,13.7,29.59,2.779991568505899e-05,295.85,915370.13696,90906.32610000001,0.02179531034862451,86828.76360642175,0.3653076665849372,69.23374875273791
155,13.7,29.59,2.779991568505899e-05,295.7499999999999,914342.7596199999,90398.43479999999,0.02024871572841657,80688.44703970574,0.3397093592488954,69.16736173183664
155.5,13.7,29.59,2.779991568505899e-05,296.65,913315.38228,92430,0.02070975872339625,82332.40756879025,0.3483638854084694,69.18747475028002
156,13.7,29.59,2.779991568505899e-05,295.2499999999999,916911.20297,92430,0.02249110974657925,89741.23699980014,0.3759544599232025,69.26093205009909
156.5,13.7,29.59,2.779991568505899e-05,296.2499999999999,912801.69361,90398.43479999999,0.02141574492344295,85227.73945152221,0.3601990890377724,69.21745968025631
157,13.7,29.59,2.779991568505899e-05,296.15,913315.38228,91414.21740000002,0.02039266754734855,81177.36406163857,0.3427408092646756,69.17348716166659
157.5,13.7,29.59,2.779991568505899e-05,295.95,912801.69361,90906.32610000001,0.022370581840833,89097.30617258236,0.3760682742978193,69.25459445315732
158,13.7,29.59,2.779991568505899e-05,296.45,912801.69361,89890.54350000003,0.02095093764794144,83334.56036626261,0.3525002561045291,69.19790140459901
169,15,30.5,3.110058768250001e-05,296.05,909719.5615900001,93445.78260000004,0.02941861396915957,117137.5896358623,0.4436380342705412,69.42627388027641
169.5,15,30.5,3.110058768250001e-05,296.2499999999999,909205.87292,90398.43479999999,0.02895176667414551,115218.6690486901,0.4369920969108839,69.41876055147962
170,15,30.5,3.110058768250001e-05,296.05,909205.87292,92937.89130000002,0.02825351968509188,112498.4745410016,0.4263089237616778,69.4074860246423
170.5,15,30.5,3.110058768250001e-05,296.05,912288.0049399999,92937.89130000002,0.03241016940694963,129049.2178863348,0.4873752092151148,69.46105614766765
171,15,30.5,3.110058768250001e-05,295.65,907151.11824,90398.43479999999,0.02998329850940104,119510.659872801,0.4531273491678443,69.43268684442185
171.5,15,30.5,3.110058768250001e-05,295.95,906637.4295699999,92430,0.03202330746241491,127542.0751207104,0.4844771272311469,69.45360602043313
172,15,30.5,3.110058768250001e-05,295.85,907664.80691,92430,0.0304961542478979,121491.4275475234,0.460772902811261,69.43916933371105
172.5,15,30.5,3.110058768250001e-05,295.95,904068.9862200001,92430,0.02754223461272997,109694.9076884681,0.4178672546947309,69.3916003679108
173,15,30.5,3.110058768250001e-05,296.05,903555.29755,90398.43479999999,0.03142543456091847,125128.2491277299,0.4771343171521095,69.44577962081341
173.5,15,30.5,3.110058768250001e-05,296.05,906123.7409000001,90906.32610000001,0.03089414823273185,123012.7993667211,0.4677381729527687,69.4423243157602
174,15,30.5,3.110058768250001e-05,295.7499999999999,899445.78819,93445.78260000004,0.02892387778723388,115257.817449771,0.4409359080822862,69.41253184691296
174.5,15,30.5,3.110058768250001e-05,295.65,901500.54287,92430,0.02871592824067317,114459.0389822127,0.4366941498538751,69.41073636054386
175,15,30.5,3.110058768250001e-05,296.55,898932.0995199999,92430,0.03064193609160825,121849.8246891612,0.4680258529440897,69.43373652750678
175.5,15,30.5,3.110058768250001e-05,296.05,899445.78819,92430,0.03052620490220853,121547.7407169398,0.4655988733596896,69.43338328711265
176,15,30.5,3.110058768250001e-05,295.95,906123.7409000001,92430,0.02863566945450705,114049.8278944217,0.4334715203290096,69.41209020011853
176.5,15,30.5,3.110058768250001e-05,296.05,901500.54287,91414.21740000002,0.02914485183354055,116047.5370340098,0.4435166797654241,69.41688505254163
177,15,30.5,3.110058768250001e-05,295.95,898932.0995199999,91922.10870000004,0.02986986288565124,118965.3598547987,0.4557714089925374,69.42521528308792
177.5,15,30.5,3.110058768250001e-05,295.85,896363.65617,91922.10870000004,0.02825479212044413,112562.2267603755,0.43229003985384,69.3997664835919
178,15,30.5,3.110058768250001e-05,296.15,893281.52415,90398.43479999999,0.03001912230648767,119497.5210882329,0.4611020709089848,69.42285089546019
178.5,15,30.5,3.110058768250001e-05,296.2499999999999,894308.90149,92937.89130000002,0.02963157004863771,117924.0666468873,0.4547030370546796,69.41856629469771
179,15,30.5,3.110058768250001e-05,295.95,894308.90149,91922.10870000004,0.02817330349452744,112208.321857914,0.4321066577474073,69.39700251929479
179.5,15,30.5,3.110058768250001e-05,295.2499999999999,891740.45814,91414.21740000002,0.02829593905934011,112902.9470696685,0.434722540556976,69.39808778906865
180,15,30.5,3.110058768250001e-05,296.05,895336.27883,91922.10870000004,0.02961776805347702,117930.5715699378,0.4538164597496078,69.41931272173001
180.5,15,30.5,3.110058768250001e-05,296.15,891740.45814,91414.21740000002,0.02908315079173812,115771.6867790266,0.4474972987048531,69.40934505645022
181,15,30.5,3.110058768250001e-05,294.85,888658.32612,91414.21740000002,0.02875845709754165,114868.6332190167,0.4430603635591658,69.40378673094328
181.5,15,30.5,3.110058768250001e-05,296.05,889685.70346,91922.10870000004,0.02752381731437848,109592.981544406,0.4244105323077172,69.38256395684182
182,15,30.5,3.110058768250001e-05,295.2499999999999,890713.0808,92430,0.03118976321060563,124449.5253363974,0.4797342947564079,69.43455678890005
182.5,15,30.5,3.110058768250001e-05,295.85,891226.7694700001,92937.89130000002,0.02879399263003165,114710.308748407,0.4430788488099532,69.40503425592678
183,15,30.5,3.110058768250001e-05,295.85,885062.50543,90906.32610000001,0.03148249269983532,125420.8301074921,0.4878232787313311,69.43192496372623
183.5,15,30.5,3.110058768250001e-05,295.85,886603.57144,92430,0.03169297779166477,126259.3664709942,0.4902311711212299,69.43491855119285
184,15,30.5,3.110058768250001e-05,296.2499999999999,889172.01479,92430,0.02832423171933985,112721.2828584785,0.437152632607629,69.39591963775619
184.5,15,30.5,3.110058768250001e-05,295.65,884548.81676,92430,0.03038693787008259,121119.5291014672,0.4709617528138097,69.42118500125839
185,15,30.5,3.110058768250001e-05,295.85,885062.50543,92937.89130000002,0.02811515026253797,112005.9176426914,0.4356460879340427,69.39020406255801
185.5,15,30.5,3.110058768250001e-05,295.85,883007.75075,91922.10870000004,0.03126191438841538,124542.0840950412,0.4855326123864211,69.4283556447439
186,15,30.5,3.110058768250001e-05,296.05,884548.81676,89382.65220000001,0.03011586111192755,119913.8540027001,0.4670760275519954,69.41769458253886
186.5,15,30.5,3.110058768250001e-05,295.85,884035.12809,93953.67389999999,0.02912556840794429,116031.2495552815,0.4518270622424987,69.40494242742108
187,15,30.5,3.110058768250001e-05,295.85,880439.3074,89890.54350000003,0.02887744593709402,115042.7723543474,0.4498075163405457,69.39891712857565
187.5,15,30.5,3.110058768250001e-05,295.7499999999999,882494.0620800001,90398.43479999999,0.02928068703132019,116679.6549717592,0.4549497313176139,69.40608851081002
188,15,30.5,3.110058768250001e-05,295.7499999999999,874275.04336,91414.21740000002,0.02842252748003552,113260.0029585564,0.4457676580839179,69.38799917892844
188.5,15,30.5,3.110058768250001e-05,296.55,881466.6847400001,89382.65220000001,0.03032567122930759,120592.175110118,0.4723729817072119,69.41713918830142
189,15,30.5,3.110058768250001e-05,296.35,877870.86405,90398.43479999999,0.02991366497324681,119015.7219956587,0.4677060861290423,69.40999816358963
189.5,15,30.5,3.110058768250001e-05,296.2499999999999,877870.86405,92937.89130000002,0.02886659691987762,114879.7209685816,0.4512588139981994,69.39654997649367
190,15,30.5,3.110058768250001e-05,296.05,876843.48671,92430,0.02990106441395653,119058.587079233,0.4678198726863214,69.40941052813798
190.5,15,30.5,3.110058768250001e-05,295.95,875816.10937,90398.43479999999,0.03111623966615788,123929.4155243969,0.4873207639776427,69.42108356504193
191,15,30.5,3.110058768250001e-05,296.2499999999999,874275.04336,92430,0.02986597208237808,118856.9109411178,0.4688018516808662,69.40682756407443
191.5,15,30.5,3.110058768250001e-05,295.7499999999999,874275.04336,92937.89130000002,0.02887224175654606,115052.0547148214,0.4528207985897303,69.39461212236583
192,15,30.5,3.110058768250001e-05,295.45,876329.79804,91922.10870000004,0.03038119165297631,121159.9008199906,0.475128178166855,69.41501782474018
192.5,15,30.5,3.110058768250001e-05,296.2499999999999,872733.9773500001,92430,0.02921236239007907,116255.7557276342,0.4593519245701898,69.39760154948726
193,15,30.5,3.110058768250001e-05,296.2499999999999,870679.22267,92430,0.03155799718923045,125590.6237056171,0.4974071196851917,69.41995233165045
193.5,15,30.5,3.110058768250001e-05,295.95,871706.6000100001,93445.78260000004,0.03063530378800132,122013.9494229618,0.4820505633254341,69.41331373301585
194,15,30.5,3.110058768250001e-05,295.7499999999999,867083.40198,89890.54350000003,0.03079455299860114,122712.2101009093,0.4869753447107345,69.41125066480582
194.5,15,30.5,3.110058768250001e-05,295.95,869651.84533,91414.21740000002,0.02984020965972651,118847.2573142381,0.4706490484881776,69.40332232002817
195,15,30.5,3.110058768250001e-05,296.05,870679.22267,90398.43479999999,0.02885858847314205,114907.7076704206,0.4547063324921529,69.39153306637964
195.5,15,30.5,3.110058768250001e-05,295.85,869651.84533,90906.32610000001,0.02907725265367759,115838.7679095245,0.4585379653228441,69.39398531788473
196,15,30.5,3.110058768250001e-05,295.7499999999999,868624.46799,90398.43479999999,0.02940050350280047,117157.1077220071,0.4641054319621834,69.3975068259743
196.5,15,30.5,3.110058768250001e-05,295.55,870165.534,92430,0.02915222857154127,116228.4394149162,0.459215914265768,69.39568149586989
197,15,30.5,3.110058768250001e-05,295.45,861432.82661,91414.21740000002,0.02868967193306898,114414.1364062713,0.4564337263185633,69.38309806949957
197.5,15,30.5,3.110058768250001e-05,295.85,865542.33597,90906.32610000001,0.02794501099556568,111328.1120984799,0.4427752346741596,69.37439071214848
198,15,30.5,3.110058768250001e-05,296.05,862460.20395,92937.89130000002,0.02949922642609679,117458.5683505683,0.4692298812182698,69.39367191955515
198.5,15,30.5,3.110058768250001e-05,295.95,866056.02464,90398.43479999999,0.03071713345417613,122339.8597132284,0.4864916998158696,69.40945198797588
199,15,30.5,3.110058768250001e-05,295.65,868624.46799,91414.21740000002,0.02923298991788489,116519.9990936939,0.4613831027065565,69.39548931439136
199.5,15,30.5,3.110058768250001e-05,295.7499999999999,864001.2699599999,92430,0.02990958541984929,119185.7316532038,0.4746680000760178,69.39991095686827
200,15,30.5,3.110058768250001e-05,295.85,860919.13794,90398.43479999999,0.03019314677514698,120284.2979493835,0.4809648832779871,69.4003070006621
209,16.3,31.41,3.444083688105901e-05,295.65,860405.44927,91922.10870000004,0.008085521162671831,32228.14091863274,0.1163376462234323,67.87825818497731
209.5,16.3,31.41,3.444083688105901e-05,295.45,857323.31725,92430,0.03379069960379929,134756.9858153782,0.487776653945487,69.41880061816303
210,16.3,31.41,3.444083688105901e-05,296.15,859891.7606,93953.67389999999,0.03645937420947332,145134.317851749,0.5253488141170539,69.41884206573187
210.5,16.3,31.41,3.444083688105901e-05,296.2499999999999,859378.07193,91922.10870000004,0.0346158658188354,137759.9520092835,0.4991678151240945,69.42068905566889
211,16.3,31.41,3.444083688105901e-05,295.7499999999999,858864.38326,90398.43479999999,0.03546170388892254,141310.1874981387,0.5112388483180075,69.42052309255358
211.5,16.3,31.41,3.444083688105901e-05,295.7499999999999,856295.93991,91414.21740000002,0.03545657123914901,141289.7345694206,0.5126980819532301,69.41758939058785
212,16.3,31.41,3.444083688105901e-05,295.7499999999999,855268.56257,91922.10870000004,0.03417851698223676,136196.8578356131,0.4948112300931409,69.41674741895837
212.5,16.3,31.41,3.444083688105901e-05,296.15,855268.56257,92430,0.03598075680528092,143229.0791586672,0.521254861920776,69.41466326631503
213,16.3,31.41,3.444083688105901e-05,295.85,847049.54385,89890.54350000003,0.03457593404546052,137744.5677846926,0.5055072169392606,69.40767929594287
213.5,16.3,31.41,3.444083688105901e-05,295.7499999999999,848590.60986,92430,0.03590085864915041,143060.1609822917,0.5238361380890544,69.40754259888239
214,16.3,31.41,3.444083688105901e-05,295.7499999999999,849104.29853,92430,0.03395815576605372,135318.7476107441,0.4951900372598254,69.40989210295581
214.5,16.3,31.41,3.444083688105901e-05,295.7499999999999,849104.29853,94461.56520000001,0.0354258692385315,141167.3911682852,0.516592762841571,69.40926950163892
215,16.3,31.41,3.444083688105901e-05,295.7499999999999,851672.74188,88874.76090000002,0.03515238732973496,140077.6020275705,0.5110588567480853,69.4126724658454
215.5,16.3,31.41,3.444083688105901e-05,295.2499999999999,848076.92119,92430,0.03537701916317675,141156.9947788806,0.516068570245162,69.40899463030485
216,16.3,31.41,3.444083688105901e-05,295.85,847049.54385,92430,0.03488325087362779,138968.8651128055,0.5100002517281742,69.40747871257146
216.5,16.3,31.41,3.444083688105901e-05,296.2499999999999,847049.54385,91922.10870000004,0.03605273698183614,143478.2345879847,0.5274545852291477,69.40432172000175
217,16.3,31.41,3.444083688105901e-05,295.2499999999999,844994.78917,92430,0.0342666970087171,136726.7250086373,0.5016948374615382,69.40636038737233
217.5,16.3,31.41,3.444083688105901e-05,295.95,849617.9872,92430,0.03433007361526464,136729.4378657354,0.5004799386836708,69.41039149725889
218,16.3,31.41,3.444083688105901e-05,295.85,839344.2138,92430,0.03521806497299489,140302.7068347646,0.5196221332322081,69.39788189136142
218.5,16.3,31.41,3.444083688105901e-05,296.2499999999999,843453.7231600001,92430,0.03540405292292566,140896.6818025544,0.5201724734125289,69.40173705838906
219,16.3,31.41,3.444083688105901e-05,296.15,841912.65715,93445.78260000004,0.03623147675457434,144227.1234093299,0.5332137386511935,69.39743371449056
219.5,16.3,31.41,3.444083688105901e-05,296.05,841398.96848,92430,0.03435389107351622,136788.6331824904,0.5058048123147835,69.40101884424779
220,16.3,31.41,3.444083688105901e-05,296.2499999999999,836262.08178,91922.10870000004,0.03592666720396819,142976.5176400452,0.5323903446149314,69.39125573804353
220.5,16.3,31.41,3.444083688105901e-05,296.45,838316.83646,94969.45650000003,0.03488345291947453,138752.6067783062,0.5158381650365024,69.39626326821153
221,16.3,31.41,3.444083688105901e-05,296.2499999999999,839344.2138,92430,0.03445675570194066,137126.745196479,0.5087330207217795,69.39828723891841
221.5,16.3,31.41,3.444083688105901e-05,295.65,838830.52513,92430,0.03396346146625105,135375.221979778,0.5012485470668065,69.3987454883827
222,16.3,31.41,3.444083688105901e-05,295.85,838316.83646,89890.54350000003,0.03519589949290073,140214.4033786296,0.5199315029849194,69.39668898770137
222.5,16.3,31.41,3.444083688105901e-05,295.95,841398.96848,93953.67389999999,0.0334211862711488,133109.5313943149,0.491989147545351,69.40055500287275
223,16.3,31.41,3.444083688105901e-05,295.55,833693.63843,92430,0.03455984382030623,137788.323928645,0.5131061625353062,69.3927410294861
223.5,16.3,31.41,3.444083688105901e-05,296.85,833179.94976,90906.32610000001,0.03378469649097558,134242.515257636,0.5030095185512348,69.39039900303871
224,16.3,31.41,3.444083688105901e-05,296.15,835748.3931100001,90398.43479999999,0.03433708630580218,136686.0980492189,0.5090614656301948,69.39436519004906
224.5,16.3,31.41,3.444083688105901e-05,295.7499999999999,833179.94976,92430,0.03579438341240027,142635.8712832913,0.5319427784803685,69.3887232779946
225,16.3,31.41,3.444083688105901e-05,295.2499999999999,828556.75173,92430,0.03437770535137472,137169.6567314221,0.5133056477491801,69.38735583111605
225.5,16.3,31.41,3.444083688105901e-05,295.7499999999999,830097.81774,92430,0.03417495064088161,136182.6464382376,0.5097620090337329,69.38853524736061
226,16.3,31.41,3.444083688105901e-05,295.65,829584.12907,91922.10870000004,0.03409543613873765,135901.2608407267,0.5088048263055355,69.38814674891444
226.5,16.3,31.41,3.444083688105901e-05,295.55,826501.99705,93445.78260000004,0.03379533316965064,134740.2591941182,0.5061214831854453,69.38481904548098
227,16.3,31.41,3.444083688105901e-05,295.2499999999999,823933.5537,91922.10870000004,0.03367535480646987,134367.2246852741,0.5056399843597226,69.38233058589732
227.5,16.3,31.41,3.444083688105901e-05,295.65,833179.94976,92430,0.03444426643651674,137291.6662045039,0.5117920514334117,69.39209567893639
228,16.3,31.41,3.444083688105901e-05,295.95,822392.48769,93445.78260000004,0.03440869532628009,137042.5715476395,0.5182325753933289,69.37868187159307
228.5,16.3,31.41,3.444083688105901e-05,295.65,825474.61971,90398.43479999999,0.03218065051523598,128269.1021138312,0.482621317551746,69.38097234262008
229,16.3,31.41,3.444083688105901e-05,295.7499999999999,822392.48769,90398.43479999999,0.03377202698840542,134577.0491139469,0.508471756916909,69.37969292096562
229.5,16.3,31.41,3.444083688105901e-05,295.85,823933.5537,91922.10870000004,0.03437443181067299,136941.8175769336,0.5166608938480332,69.38078761004797
230,16.3,31.41,3.444083688105901e-05,295.55,822392.48769,92430,0.03321474035262417,132425.4654248222,0.4999121295965187,69.37989097853661
230.5,16.3,31.41,3.444083688105901e-05,296.65,822392.48769,92430,0.03488291470315226,138678.3104953669,0.525995795973743,69.37640101106108
231,16.3,31.41,3.444083688105901e-05,295.95,823419.86503,91414.21740000002,0.03562872804937407,141901.7043964624,0.5359380792908551,69.37639278054107
231.5,16.3,31.41,3.444083688105901e-05,295.7499999999999,820851.42168,92937.89130000002,0.03363995709944721,134050.7681199483,0.5074341836982864,69.37791897060461
232,16.3,31.41,3.444083688105901e-05,295.35,817769.28966,93445.78260000004,0.03384598056850183,135012.7279860274,0.5121194335908407,69.37480655156827
232.5,16.3,31.41,3.444083688105901e-05,295.85,816741.91232,90398.43479999999,0.03286946475728367,130946.2879687744,0.4983908282829917,69.37264189990584
233,16.3,31.41,3.444083688105901e-05,296.35,818796.667,92937.89130000002,0.03337097718559389,132771.1247350053,0.5051516651834932,69.37454596265772
233.5,16.3,31.41,3.444083688105901e-05,295.7499999999999,816741.91232,91414.21740000002,0.03361952289270896,133969.340515832,0.5096775977959496,69.37306170366327
234,16.3,31.41,3.444083688105901e-05,296.15,818282.97833,92430,0.03276567797225634,130430.7719088028,0.4961328403776462,69.37378090851622
234.5,16.3,31.41,3.444083688105901e-05,296.15,815200.8463100001,91922.10870000004,0.03310667106000938,131788.1676473819,0.5031914181188363,69.37058944832913
235,16.3,31.41,3.444083688105901e-05,295.35,814173.46897,91922.10870000004,0.03138218826678858,125184.5795838255,0.4769372356161682,69.36644922204403
235.5,16.3,31.41,3.444083688105901e-05,296.05,813659.7803,91922.10870000004,0.03222376305577469,128306.994248867,0.4906167873862587,69.367729993202
236,16.3,31.41,3.444083688105901e-05,295.7499999999999,811605.02562,91414.21740000002,0.03266734233568244,130175.0272626684,0.4983769156345877,69.36668667972242
236.5,16.3,31.41,3.444083688105901e-05,295.7499999999999,812118.71429,90398.43479999999,0.03329822541361398,132689.0126681965,0.5076804181257385,69.36764860195241
237,16.3,31.41,3.444083688105901e-05,296.15,809550.27094,91414.21740000002,0.03405518580782749,135563.9329719863,0.5212208323368651,69.36304625522367
237.5,16.3,31.41,3.444083688105901e-05,295.7499999999999,809550.27094,92430,0.03155905788448417,125758.6606918275,0.4826908311889428,69.36168410937913
238,16.3,31.41,3.444083688105901e-05,295.45,808522.8936,90906.32610000001,0.03181590747080844,126881.5337361367,0.4869904623736202,69.36187365041594
238.5,16.3,31.41,3.444083688105901e-05,295.85,808009.20493,90906.32610000001,0.03395045272959404,135252.7579206945,0.5203451532465513,69.36182208809235
239,16.3,31.41,3.444083688105901e-05,295.85,808009.20493,93445.78260000004,0.03368239851963858,134184.876103109,0.5162367924518196,69.36223623041909
239.5,16.3,31.41,3.444083688105901e-05,295.85,807495.5162600001,92937.89130000002,0.03239050328329385,129038.1879263142,0.4967522337024383,69.36143157187662
240,16.3,31.41,3.444083688105901e-05,295.7499999999999,803899.69557,90906.32610000001,0.03319058989546538,132260.0994016857,0.5112130701447176,69.357784192354
240.5,16.3,31.41,3.444083688105901e-05,295.55,804927.07291,91414.21740000002,0.03194456817197595,127361.3541174245,0.4912272313657812,69.35808518970489
241,16.3,31.41,3.444083688105901e-05,295.7499999999999,807495.5162600001,92430,0.03338223776065526,133023.7907304619,0.5118752938029683,69.36205673468984
241.5,16.3,31.41,3.444083688105901e-05,295.95,803899.69557,92430,0.03046143160242505,121321.4532034443,0.4693362330356921,69.35020355342728
242,16.3,31.41,3.444083688105901e-05,295.65,799276.49754,90906.32610000001,0.03237499699308125,129043.7492329252,0.5014505370568206,69.35218254601726
242.5,16.3,31.41,3.444083688105901e-05,295.7499999999999,802872.31823,92430,0.03170247702226704,126330.1669373931,0.48891746796469,69.35484043574614
243,16.3,31.41,3.444083688105901e-05,295.7499999999999,800303.87488,92937.89130000002,0.03004962272132004,119743.7617295236,0.464914344302116,69.34420997217833
243.5,16.3,31.41,3.444083688105901e-05,295.55,801331.25222,90398.43479999999,0.03205915686953979,127818.2133746764,0.495201512999369,69.3542597443826
244,16.3,31.41,3.444083688105901e-05,295.45,800303.87488,90906.32610000001,0.03258371027926702,129943.5239695921,0.5038648680719598,69.35389466956731
288,17,31.9,3.625582552689999e-05,295.65,757667.71527,92430,0.02831545872261159,112862.8044535975,0.4394972118169163,69.28718269253972
288.5,17,31.9,3.625582552689999e-05,295.7499999999999,752530.82857,93953.67389999999,0.03125954820670371,124565.1543431976,0.4885883869858252,69.29313872036643
289,17,31.9,3.625582552689999e-05,295.15,750476.07389,92937.89130000002,0.03390870010015858,135333.6863334723,0.5309065054373695,69.28241954878642
289.5,17,31.9,3.625582552689999e-05,295.7499999999999,751503.45123,91414.21740000002,0.03213920270565701,128070.4608724617,0.5030241766750044,69.29070925231575
290,17,31.9,3.625582552689999e-05,295.85,745852.87586,92937.89130000002,0.03305771115771803,131696.2292149245,0.5214080857778522,69.2788642366752
290.5,17,31.9,3.625582552689999e-05,295.85,748935.00788,90906.32610000001,0.03258751487075404,129823.0481683426,0.5118765810203131,69.28551303688424
291,17,31.9,3.625582552689999e-05,295.7499999999999,743798.12118,91922.10870000004,0.03368079028208624,134213.4829379655,0.5326132124238503,69.27217222564282
291.5,17,31.9,3.625582552689999e-05,295.7499999999999,747393.94187,92430,0.03259743269467331,129896.4466138121,0.5130014155998055,69.28340522500972
292,17,31.9,3.625582552689999e-05,296.55,752017.1399,92430,0.03377316192829412,134301.3655487753,0.5289508388742107,69.28291982266737
292.5,17,31.9,3.625582552689999e-05,295.7499999999999,744825.49852,91922.10870000004,0.03250088990071186,129511.7363822051,0.5132458613288278,69.2799929585052
293,17,31.9,3.625582552689999e-05,295.7499999999999,743798.12118,92430,0.03269435909542957,130282.6854676272,0.5170142232445579,69.27767114646456
293.5,17,31.9,3.625582552689999e-05,295.2499999999999,745852.87586,91922.10870000004,0.03342643862086264,133374.0301894328,0.5266890084112528,69.27800511583067
294,17,31.9,3.625582552689999e-05,295.65,740202.3004900001,91414.21740000002,0.03294735208630729,131325.103796085,0.5234574569493804,69.27115722541197
294.5,17,31.9,3.625582552689999e-05,296.2499999999999,741229.6778300001,89890.54350000003,0.03267732979247305,130045.205500917,0.5189736454287758,69.27292847406609
295,17,31.9,3.625582552689999e-05,296.05,744825.49852,91414.21740000002,0.03387373656828938,134876.7775983342,0.535196747365466,69.2718736517437
295.5,17,31.9,3.625582552689999e-05,295.85,737120.16847,92430,0.03270553569784775,130293.2228220842,0.5219646873415033,69.26726773673226
296,17,31.9,3.625582552689999e-05,296.05,739688.61182,92937.89130000002,0.03221354017137178,128266.2892707421,0.5125006473314985,69.27291226958855
296.5,17,31.9,3.625582552689999e-05,296.15,738147.54581,91922.10870000004,0.03248244920311016,129303.3193647781,0.5179452077661924,69.26932940330511
297,17,31.9,3.625582552689999e-05,296.2499999999999,739174.92315,91414.21740000002,0.03168977663125987,126115.0632705493,0.5046886007665832,69.27336963679792
297.5,17,31.9,3.625582552689999e-05,295.7499999999999,736092.79113,92430,0.03178254140462666,126649.2128839331,0.5078562440423293,69.26956583071635
298,17,31.9,3.625582552689999e-05,295.7499999999999,732496.9704399999,92430,0.03091716541253469,123200.8043110697,0.4964534993124981,69.26605160387268
